idTarget,idSource,ValueAbs,ValueRel
4,4.0,1.0,0.915992749791662
4,559.0,0.07828434313137372,0.04545999385731579
4,944.0,0.03741373047584454,0.035880301665161124
4,971.0,0.004024767801857585,0.002286654248515662
4,166.0,0.0012804097311139564,0.00038030043734550294
5,5.0,1.0,1.0
6,6.0,1.0,1.0
9,9.0,1.0,1.0
10,10.0,1.0,1.0
12,12.0,1.0,1.0
14,14.0,0.996386164171399,1.0
15,15.0,1.0,1.0
16,16.0,1.0,1.0
17,17.0,1.0,1.0
18,18.0,1.0,1.0
19,19.0,1.0,0.9953917050691243
19,423.0,0.00038071065989847715,0.001152073732718894
19,477.0,0.003103448275862069,0.0034562211981566827
34,34.0,1.0,1.0
35,35.0,1.0,1.0
40,40.0,1.0,0.8585233861615771
40,94.0,1.0,0.1414766138384229
43,43.0,1.0,1.0
44,44.0,1.0,1.0
45,45.0,1.0,1.0
46,46.0,1.0,1.0
47,47.0,0.9879518072289156,1.0
49,49.0,1.0,0.9999646259786812
49,235.0,0.0005915992900808519,3.5374021318743514e-05
50,50.0,0.989247311827957,0.7027624309392265
50,96.0,0.989247311827957,0.14157087340618177
50,100.0,0.989247311827957,0.15566669565459174
51,51.0,1.0,1.0
52,52.0,1.0,1.0
60,60.0,1.0,1.0
61,61.0,1.0,0.8576026184434343
61,267.0,0.9297082228116711,0.13707823262039542
61,834.0,0.013634150300275929,0.005319148936170213
62,62.0,1.0,1.0
65,65.0,1.0,1.0
69,69.0,1.0,1.0
71,71.0,1.0,1.0
72,72.0,1.0,1.0
73,73.0,1.0,0.8779360800924142
73,11.0,1.0,0.12206391990758568
74,74.0,1.0,1.0
75,75.0,1.0,1.0
76,76.0,1.0,1.0
77,77.0,0.9559682317215604,0.9894569612940497
77,686.0,0.01396327467482785,0.010543038705950318
78,78.0,1.0,1.0
79,79.0,1.0,0.9823760618739699
79,262.0,0.0031614305473226635,0.0020286547483200205
79,271.0,0.013164936315958472,0.015595283377710158
81,81.0,0.9862542955326461,1.0
82,82.0,1.0,0.794304571009533
82,860.0,1.0,0.2056954289904669
83,83.0,0.9811509725848419,0.9940921125258441
83,439.0,0.008687558175612783,0.005907887474155916
84,84.0,0.6735799921564724,1.0
85,85.0,0.9964317573595004,1.0
86,86.0,1.0,1.0
