Year,NameSource,NameTarget,codeSource,codeTarget,TotalDist,Total,Discont,Creat
1973,Pirttikylä,Närpiö,605.0,545.0,1783.0,1783.0,0.0,0.0
1973,Pohjaslahti,Vilppula,637.0,933.0,841.0,1006.0,0.0,0.0
1973,Pohjaslahti,Virrat,637.0,936.0,165.0,1006.0,0.0,0.0
1973,Punkaharju,Kerimäki,618.0,246.0,6.0,3603.0,0.0,0.0
1973,Raippaluoto,Mustasaari,679.0,499.0,1457.0,1457.0,0.0,0.0
1973,Rautio,Kalajoki,688.0,208.0,1348.0,1348.0,0.0,0.0
1973,Revonlahti,Ruukki,693.0,708.0,956.0,956.0,0.0,1.0
1973,Riistavesi,Kuopio,695.0,297.0,2147.0,2147.0,0.0,0.0
1973,Saloinen,Raahe,735.0,678.0,5914.0,5914.0,0.0,0.0
1973,Siipyy,Kristiinankaupunki,750.0,287.0,1615.0,1615.0,0.0,0.0
1973,Simpele,Rautjärvi,752.0,689.0,3893.0,3893.0,0.0,0.0
1973,Sulva,Mustasaari,769.0,499.0,1263.0,2498.0,0.0,0.0
1973,Sulva,Vaasa,769.0,905.0,1235.0,2498.0,0.0,0.0
1973,Suoniemi,Nokia,779.0,536.0,1544.0,1544.0,0.0,0.0
1973,Sääksmäki,Valkeakoski,788.0,908.0,4392.0,4392.0,0.0,0.0
1973,Sääminki,Punkaharju,789.0,618.0,1200.0,11231.0,0.0,0.0
1973,Sääminki,Savonlinna,789.0,740.0,10031.0,11231.0,0.0,0.0
1973,Teuva,Jurva,846.0,175.0,3.0,7805.0,0.0,0.0
1973,Tiukka,Kristiinankaupunki,847.0,287.0,808.0,808.0,0.0,0.0
1973,Tyrvää,Vammala,861.0,912.0,7123.0,7123.0,0.0,0.0
1973,Ylimarkku,Närpiö,974.0,545.0,1575.0,1575.0,0.0,0.0
1974,Anttola,Ristiina,14.0,696.0,7.0,1937.0,0.0,0.0
1974,Enontekiö,Muonio,47.0,498.0,28.0,2324.0,0.0,0.0
1974,Haapasaari,Kotka,70.0,285.0,66.0,66.0,0.0,0.0
1974,Haukivuori,Kangasniemi,85.0,213.0,12.0,3363.0,0.0,0.0
1974,Hyvinkää,Tuusula,106.0,858.0,1010.0,36192.0,0.0,0.0
1974,Karttula,Suonenjoki,227.0,778.0,72.0,3501.0,0.0,0.0
1974,Kiikka,Vammala,253.0,912.0,34.0,3004.0,0.0,0.0
1974,Laukaa,Jyväskylän mlk,410.0,180.0,187.0,13674.0,0.0,0.0
1974,Pyhämaa,Uusikaupunki,629.0,895.0,848.0,848.0,0.0,0.0
1974,Rautalampi,Hankasalmi,686.0,77.0,73.0,5228.0,0.0,0.0
1974,Ruokolahti,Imatra,700.0,153.0,12.0,7388.0,0.0,0.0
1975,Jepua,Uusikaarlepyy,166.0,893.0,1404.0,1404.0,0.0,0.0
1975,Kalajoki,Ylivieska,208.0,977.0,5.0,8142.0,0.0,0.0
1975,Lohtaja,Himanka,429.0,95.0,35.0,2933.0,0.0,0.0
1975,Lohtaja,Kannus,429.0,217.0,1.0,2933.0,0.0,0.0
1975,Munsala,Uusikaarlepyy,496.0,893.0,2416.0,2416.0,0.0,0.0
1975,Nurmijärvi,Tuusula,543.0,858.0,8.0,19431.0,0.0,0.0
1975,Närpiö,Maalahti,545.0,475.0,310.0,11340.0,0.0,0.0
1975,Pusula,Somerniemi,622.0,760.0,5.0,2830.0,0.0,0.0
1975,Pälkäne,Valkeakoski,635.0,908.0,113.0,4150.0,0.0,0.0
1975,Sysmä,Heinolan mlk,781.0,89.0,217.0,6923.0,0.0,0.0
1975,Uudenkaarlepyyn mlk,Uusikaarlepyy,894.0,893.0,1971.0,1971.0,0.0,0.0
1975,Valkeakoski,Toijala,908.0,864.0,145.0,22564.0,0.0,0.0
