idTarget,idSource,ValueAbs,ValueRel
4,4.0,1.0,0.9996196995626546
4,166.0,0.0012804097311139564,0.00038030043734550294
5,5.0,1.0,1.0
6,6.0,1.0,1.0
9,9.0,1.0,1.0
10,10.0,1.0,1.0
12,12.0,1.0,1.0
14,14.0,0.996386164171399,1.0
15,15.0,1.0,1.0
16,16.0,1.0,1.0
17,17.0,1.0,1.0
18,18.0,1.0,1.0
19,19.0,1.0,1.0
34,34.0,1.0,1.0
35,35.0,1.0,1.0
40,40.0,1.0,0.8585233861615771
40,94.0,1.0,0.1414766138384229
43,43.0,1.0,1.0
44,44.0,1.0,1.0
45,45.0,1.0,1.0
46,46.0,1.0,1.0
47,47.0,0.9879518072289156,1.0
49,49.0,1.0,0.9999646259786812
49,235.0,0.0005915992900808519,3.5374021318743514e-05
50,50.0,0.989247311827957,0.7027624309392265
50,96.0,0.989247311827957,0.14173782019085887
50,100.0,0.989247311827957,0.1554997488699146
51,51.0,1.0,1.0
52,52.0,1.0,1.0
60,60.0,1.0,1.0
61,61.0,1.0,0.8576026184434343
61,267.0,0.9297082228116711,0.13707823262039542
61,834.0,0.013634150300275929,0.005319148936170213
62,62.0,1.0,1.0
65,65.0,1.0,1.0
69,69.0,1.0,1.0
71,71.0,1.0,1.0
72,72.0,1.0,1.0
73,73.0,1.0,1.0
74,74.0,1.0,1.0
75,75.0,1.0,1.0
76,76.0,1.0,1.0
77,77.0,1.0,0.9894569612940497
77,686.0,0.01396327467482785,0.010543038705950318
78,78.0,1.0,1.0
79,79.0,1.0,1.0
81,81.0,1.0,1.0
82,82.0,1.0,0.794304571009533
82,860.0,1.0,0.2056954289904669
83,83.0,1.0,0.9939315127871694
83,439.0,0.008687558175612783,0.006068487212830516
84,84.0,0.9885028866430817,1.0
85,85.0,0.9964317573595004,1.0
86,86.0,1.0,1.0
88,88.0,1.0,1.0
89,89.0,1.0,1.0
90,90.0,1.0,1.0
91,91.0,1.0,1.0
92,92.0,1.0,1.0
95,95.0,1.0,1.0
97,97.0,0.99871432244793,1.0
98,98.0,1.0,1.0
99,99.0,0.9979395604395604,1.0
101,101.0,1.0,1.0
102,102.0,1.0,1.0
103,103.0,1.0,1.0
105,105.0,1.0,1.0
106,106.0,0.9707025076842066,0.7899401125158793
106,107.0,0.9707025076842066,0.21005988748412074
108,108.0,1.0,1.0
109,109.0,1.0,1.0
139,139.0,1.0,1.0
140,140.0,1.0,0.3636796268976348
140,141.0,1.0,0.6363203731023652
142,142.0,1.0,1.0
143,143.0,1.0,0.08999400838825644
143,144.0,1.0,0.9100059916117436
145,145.0,1.0,1.0
146,146.0,1.0,1.0
148,148.0,1.0,1.0
149,149.0,1.0,1.0
150,150.0,1.0,1.0
151,151.0,1.0,1.0
152,152.0,1.0,1.0
153,153.0,1.0,0.9996589455733977
153,700.0,0.0016242555495397943,0.00034105442660224526
163,163.0,1.0,1.0
164,164.0,1.0,1.0
165,165.0,0.999453327866612,1.0
166,166.0,0.998719590268886,1.0
167,167.0,1.0,0.9994609856262834
167,276.0,0.0024767071588630736,0.0005390143737166325
169,169.0,1.0,1.0
170,170.0,1.0,1.0
171,171.0,1.0,1.0
172,172.0,1.0,0.9990251511015793
172,97.0,0.0012856775520699408,0.0009748488984207448
173,173.0,1.0,1.0
174,174.0,0.9086158707011788,0.3159138603941283
174,502.0,0.9086158707011788,0.41073232620667166
174,786.0,0.9086158707011788,0.24934154970097577
174,204.0,0.03303145757253349,0.024012263698224286
175,175.0,1.0,0.9994624619243861
175,846.0,0.0003843689942344651,0.0005375380756136893
176,176.0,1.0,1.0
177,177.0,1.0,1.0
178,178.0,1.0,1.0
179,179.0,1.0,1.0
180,180.0,1.0,0.991486455725017
180,410.0,0.013675588708497879,0.008513544274982927
181,181.0,1.0,1.0
182,182.0,1.0,1.0
183,183.0,1.0,0.7668668315083009
183,282.0,1.0,0.23313316849169904
184,184.0,1.0,1.0
186,186.0,1.0,1.0
201,201.0,1.0,1.0
202,202.0,1.0,1.0
203,203.0,1.0,0.9192504258943782
203,997.0,1.0,0.08074957410562181
204,204.0,0.9643285871635793,0.9962284406836981
204,174.0,0.0025519504192489974,0.001220802084904454
204,502.0,0.0025519504192489974,0.0015872139308645563
204,786.0,0.0025519504192489974,0.0009635433005329333
205,205.0,1.0,1.0
206,206.0,1.0,1.0
208,208.0,1.0,0.8359698223412022
208,688.0,1.0,0.16403017765879777
209,209.0,1.0,1.0
210,210.0,1.0,1.0
211,211.0,1.0,1.0
212,212.0,1.0,1.0
213,213.0,1.0,0.9985304922850845
213,85.0,0.003568242640499554,0.0014695077149155032
214,214.0,1.0,0.9995245265076472
214,99.0,0.0020604395604395605,0.00047547349235280134
216,216.0,1.0,1.0
217,217.0,1.0,1.0
218,218.0,1.0,1.0
219,219.0,1.0,1.0
220,220.0,1.0,0.6840050377833753
220,221.0,1.0,0.3159949622166247
222,222.0,1.0,1.0
223,223.0,1.0,1.0
224,224.0,1.0,0.4864534172347492
224,627.0,1.0,0.2567732913826254
224,626.0,0.31248670495639225,0.2567732913826254
226,226.0,1.0,1.0
227,227.0,0.9794344473007712,1.0
230,230.0,1.0,1.0
231,231.0,1.0,1.0
232,232.0,1.0,1.0
233,233.0,1.0,1.0
235,235.0,0.9994084007099191,1.0
236,236.0,1.0,1.0
238,238.0,1.0,1.0
239,239.0,1.0,1.0
240,240.0,1.0,1.0
241,241.0,1.0,1.0
243,243.0,1.0,0.9947452593100297
243,738.0,0.007169576059850374,0.0037141751072525576
243,228.0,0.007169576059850374,0.001540565582717742
244,244.0,0.9799247176913425,0.9959194083142054
244,564.0,0.00018847476794044198,0.00408059168579444
245,245.0,1.0,1.0
246,246.0,1.0,0.9990642545227698
246,618.0,0.0016652789342214821,0.0009357454772301934
247,247.0,1.0,1.0
248,248.0,1.0,1.0
249,249.0,1.0,0.8773903262092239
249,600.0,1.0,0.12260967379077614
250,250.0,1.0,1.0
251,251.0,1.0,1.0
252,252.0,1.0,1.0
253,253.0,0.988681757656458,1.0
254,254.0,1.0,1.0
255,255.0,1.0,0.9852596314907873
255,84.0,0.0048802129547471165,0.014740368509212728
256,256.0,1.0,1.0
257,257.0,1.0,1.0
259,259.0,1.0,1.0
260,260.0,1.0,1.0
261,261.0,1.0,1.0
262,262.0,1.0,1.0
263,263.0,1.0,1.0
265,265.0,1.0,1.0
266,266.0,1.0,1.0
271,271.0,1.0,0.8124885552096683
271,237.0,1.0,0.18751144479033144
272,272.0,1.0,1.0
273,273.0,1.0,1.0
274,274.0,1.0,1.0
275,275.0,1.0,1.0
276,276.0,0.9975232928411369,1.0
277,277.0,1.0,1.0
279,279.0,1.0,1.0
280,280.0,0.8135048231511254,1.0
281,281.0,1.0,1.0
283,283.0,1.0,1.0
284,284.0,1.0,1.0
285,285.0,1.0,0.9980789381767377
285,70.0,1.0,0.0019210618232623122
286,286.0,1.0,1.0
287,287.0,1.0,0.31605461345045516
287,847.0,1.0,0.08930331364660231
287,409.0,1.0,0.4173254281949934
287,750.0,1.0,0.17731664470794906
288,288.0,1.0,0.4036813264015737
288,8.0,1.0,0.2512294506112126
288,839.0,1.0,0.3450892229872138
289,289.0,1.0,1.0
290,290.0,1.0,1.0
291,291.0,1.0,1.0
292,292.0,1.0,1.0
293,293.0,0.9643820831084727,1.0
295,295.0,1.0,1.0
297,297.0,1.0,0.8539815631514177
297,298.0,0.9151126180673287,0.11474385563955095
297,695.0,1.0,0.031274581209031316
299,299.0,1.0,0.9993694829760402
299,443.0,0.000637551801083838,0.0006305170239596468
300,300.0,1.0,1.0
301,301.0,1.0,1.0
303,303.0,1.0,1.0
304,304.0,1.0,1.0
305,305.0,1.0,0.9992405063291141
